cod_ibge,municipio,lat,lon,data,municipio_met,lat_met,lon_met,tmax,tmin,tmedia_ref,umidade_media,vento_max,radiacao,fonte,tmedia,heat_index,utci_proxy,limiar_p95_tmedia,p95_tmedia_origem,excesso_tmedia_p95,dia_acima_p95_tmedia,duracao_onda_calor_dias,onda_calor_p95_2d,evento_onda_calor_id,intensidade_onda_calor,severidade_onda_calor,tmedia_3d,tmedia_30d,ehf_adaptado,risco_calor_diario,risco_cumulativo_3d,municipio_press,atendimentos_total,atendimentos_calor,pressao_calor_pct,fonte_pressao,zscore_pressao,ewma_pressao,cusum_pressao,municipio_cap,municipio_stock,autonomia_min_dias,municipio_infra,unidades,unidades_falha,falhas_infra_pct,municipio_busca,cobertura_busca_pct,municipio_com,hora_alerta_inmet,hora_boletim_municipal,canal,status,latencia_horas,municipio_sivep,casos_srag,uti,obitos,letalidade_pct,zscore_srag,municipio_lacen,testes,positivos,positividade_pct,zscore_positividade,municipio_sim,obitos_total,obitos_calor_suspeitos,municipio_rum,rumores_total,score_sentinela,rumores_criticos,municipio_ar,pm25_ugm3,pm10_ugm3,o3_ugm3,no2_ugm3,co_mgm3,so2_ugm3,fonte_ar,lat_ar,lon_ar,iq_ar_score,qualidade_ar_nivel,poluente_dominante,motivo_qualidade_ar,indice_qualidade_ar_operacional,latencia_comunicacao_horas,positividade_lacen_pct,indice_resiliencia,resil_capacidade_leitos,resil_estoque,resil_infraestrutura,resil_busca_ativa,resil_comunicacao,nivel,score,motivo,data_referencia,ocupacao_leitos_pct,leitos_total,leitos_sus,leitos_ocupados,leitos_bloqueados_movimento,leitos_higienizacao,leitos_reservados,ultima_movimentacao_ocupacao,fonte_ocupacao,leitos_livres
5102686,Campos de Júlio,-13.554108750000001,-59.17559,2026-07-29,Campos de Júlio,-13.554108750000001,-59.17559,31.7,22.9,,66.0,13.8,,openmeteo,27.299999999999997,38.20581567725109,30.940000000000005,27.5,p95_proxy_previsao_q70,0.0,0,0,0,0,0.0,0,26.933333333333334,26.47142857142857,,1.551453919312772,3.3740630815983454,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,12.2,48.8,0,0,0,0,amarela,1,UTCI/proxy 30.9 entre 26 e 32; Tmax 31.7 sem gatilho; risco cumulativo 3d 3.37 atingiu amarela; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 51.21 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,51.2096774193548,248,149,127,0,2,0,2026-06-19 09:24:00,INDICASUS_TEMPO_REAL,121.0
5102694,Canabrava do Norte,-11.15716818181818,-51.811797727272726,2026-07-29,Canabrava do Norte,-11.15716818181818,-51.811797727272726,36.7,23.9,,48.0,12.0,,openmeteo,30.3,44.002183921571266,35.220000000000006,28.76,p95_proxy_previsao_q70,1.5399999999999991,1,2,1,1,1.5399999999999991,2,29.28333333333333,28.50714285714286,,9.260545980392822,20.388058598888378,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,25.0,100.0,0,0,0,0,roxa,4,UTCI/proxy 35.2 entre 32 e 38; Tmax 36.7 sem gatilho; risco cumulativo 3d 20.39 atingiu roxa; onda de calor P95 ≥ 2 dias detectada; pressão assistencial indisponível; ocupação de leitos 0.00 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,0.0,89,0,0,0,0,0,,INDICASUS_TEMPO_REAL,89.0
5102702,Canarana,-13.266257547169813,-52.31945471698113,2026-07-29,Canarana,-13.266257547169813,-52.31945471698113,36.6,24.3,,40.0,9.6,,openmeteo,30.450000000000003,40.368791227715676,34.800000000000004,29.15,p95_proxy_previsao_q70,1.3000000000000043,1,1,0,1,0.0,0,29.51666666666667,28.914285714285715,,6.192197806928927,15.231772129542277,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.7,54.9,0,0,0,0,vermelha,3,UTCI/proxy 34.8 entre 32 e 38; Tmax 36.6 sem gatilho; risco cumulativo 3d 15.23 atingiu vermelha; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 45.09 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.0920245398773,326,126,147,0,18,0,2026-06-19 08:44:00,INDICASUS_TEMPO_REAL,179.0
5102793,Carlinda,-10.100937209302327,-55.865413953488364,2026-07-29,Carlinda,-10.100937209302327,-55.865413953488364,33.4,23.1,,75.0,6.6,,openmeteo,28.25,47.15389178647112,33.0,28.16,p95_proxy_previsao_q70,0.08999999999999986,1,1,0,2,0.0,0,28.116666666666664,27.857142857142858,,4.87847294661778,13.009568113806722,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,15.9,63.4,0,0,0,0,vermelha,3,UTCI/proxy 33.0 entre 32 e 38; Tmax 33.4 sem gatilho; risco cumulativo 3d 13.01 atingiu vermelha; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 36.59 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,36.5853658536585,41,41,15,0,9,0,2026-06-19 06:22:00,INDICASUS_TEMPO_REAL,26.0
5102850,Castanheira,-10.914485714285714,-58.620819047619044,2026-07-29,Castanheira,-10.914485714285714,-58.620819047619044,32.3,22.3,,78.0,7.7,,openmeteo,27.299999999999997,44.58524292783787,32.02,27.51,p95_proxy_previsao_q70,0.0,0,0,0,0,0.0,0,27.53333333333333,27.3,,3.16631073195947,12.245539445814522,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,vermelha,3,UTCI/proxy 32.0 entre 32 e 38; Tmax 32.3 sem gatilho; risco cumulativo 3d 12.25 atingiu vermelha; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5103007,Chapada dos Guimarães,-15.108098780487804,-55.59513780487805,2026-07-29,Chapada dos Guimarães,-15.108098780487804,-55.59513780487805,34.4,24.6,,47.0,13.0,,openmeteo,29.5,38.24712708903112,32.88,28.37,p95_proxy_previsao_q70,1.129999999999999,1,1,0,2,0.0,0,28.683333333333337,27.87142857142857,,3.571781772257781,10.848461868506694,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,4.2,16.9,0,0,0,0,laranja,2,UTCI/proxy 32.9 entre 32 e 38; Tmax 34.4 sem gatilho; risco cumulativo 3d 10.85 atingiu laranja; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 83.07 atingiu amarela; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,83.0708661417323,254,254,211,40,76,3,2026-06-19 09:35:00,INDICASUS_TEMPO_REAL,43.0
5103056,Cláudia,-11.431201923076923,-55.071959615384614,2026-07-29,Cláudia,-11.431201923076923,-55.071959615384614,33.5,22.0,,63.0,6.0,,openmeteo,27.75,42.02135291844458,32.620000000000005,27.5,p95_proxy_previsao_q70,0.25,1,2,1,1,0.25,1,27.566666666666666,27.064285714285713,,4.875338229611149,13.70552803772837,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,vermelha,3,UTCI/proxy 32.6 entre 32 e 38; Tmax 33.5 sem gatilho; risco cumulativo 3d 13.71 atingiu vermelha; onda de calor P95 ≥ 2 dias detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5103106,Cocalinho,-13.866765248226951,-51.140193617021275,2026-07-29,Cocalinho,-13.866765248226951,-51.140193617021275,36.9,25.3,,31.0,10.4,,openmeteo,31.1,37.88092930011556,35.1,30.22,p95_proxy_previsao_q70,0.8800000000000026,1,2,1,1,0.8800000000000026,1,30.46666666666667,29.842857142857145,,6.950232325028894,17.733083380048917,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,16.5,66.2,0,0,0,0,vermelha,3,UTCI/proxy 35.1 entre 32 e 38; Tmax 36.9 sem gatilho; risco cumulativo 3d 17.73 atingiu vermelha; onda de calor P95 ≥ 2 dias detectada; pressão assistencial indisponível; ocupação de leitos 33.85 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,33.8461538461538,65,60,22,3,26,0,2026-06-19 00:00:00,INDICASUS_TEMPO_REAL,43.0
5103205,Colíder,-10.602505263157894,-55.48568947368421,2026-07-29,Colíder,-10.602505263157894,-55.48568947368421,34.0,23.0,,67.0,4.9,,openmeteo,28.5,45.313016267555646,33.34,28.04,p95_proxy_previsao_q70,0.46000000000000085,1,2,1,1,0.46000000000000085,1,28.233333333333334,27.82857142857143,,6.628254066888916,15.226036206521709,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,vermelha,3,UTCI/proxy 33.3 entre 32 e 38; Tmax 34.0 sem gatilho; risco cumulativo 3d 15.23 atingiu vermelha; onda de calor P95 ≥ 2 dias detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5103254,Colniza,-9.549526315789473,-60.23668045112782,2026-07-29,Colniza,-9.549526315789473,-60.23668045112782,32.4,22.5,,84.0,6.1,,openmeteo,27.45,47.7275264466312,32.36,28.089999999999996,p95_proxy_previsao_q70,0.0,0,0,0,0,0.0,0,27.799999999999997,27.9,,4.2918816116578,17.46234176772453,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,vermelha,3,UTCI/proxy 32.4 entre 32 e 38; Tmax 32.4 sem gatilho; risco cumulativo 3d 17.46 atingiu vermelha; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5103304,Comodoro,-13.222821367521366,-59.743691452991456,2026-07-29,Comodoro,-13.222821367521366,-59.743691452991456,30.6,20.6,,76.0,10.6,,openmeteo,25.6,38.29477843971563,30.240000000000002,27.5,p95_proxy_previsao_q70,0.0,0,0,0,0,0.0,0,25.616666666666664,25.764285714285712,,1.573694609928907,4.664502458955605,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,amarela,1,UTCI/proxy 30.2 entre 26 e 32; Tmax 30.6 sem gatilho; risco cumulativo 3d 4.66 atingiu amarela; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5103353,Confresa,-10.342552727272729,-51.70002727272727,2026-07-29,Confresa,-10.342552727272729,-51.70002727272727,34.8,23.5,,56.0,14.4,,openmeteo,29.15,42.64919922295118,33.64,28.480000000000004,p95_proxy_previsao_q70,0.6699999999999946,1,1,0,2,0.0,0,28.63333333333333,28.364285714285717,,4.972299805737791,14.572839857528376,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,25.0,100.0,0,0,0,0,vermelha,3,UTCI/proxy 33.6 entre 32 e 38; Tmax 34.8 sem gatilho; risco cumulativo 3d 14.57 atingiu vermelha; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 0.00 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,0.0,55,43,0,0,0,0,,INDICASUS_TEMPO_REAL,55.0
5103361,Conquista D'Oeste,-14.5947225,-59.3000225,2026-07-29,Conquista D'Oeste,-14.5947225,-59.3000225,29.7,22.7,,68.0,16.7,,openmeteo,26.2,33.877428953704545,29.020000000000003,27.5,p95_proxy_previsao_q70,0.0,0,0,0,0,0.0,0,26.399999999999995,25.592857142857145,,0.4693572384261362,1.4842607819995113,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,amarela,1,UTCI/proxy 29.0 entre 26 e 32; Tmax 29.7 sem gatilho; risco cumulativo 3d 1.48 sem gatilho; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5103379,Cotriguaçu,-9.450245070422536,-58.70980704225352,2026-07-29,Cotriguaçu,-9.450245070422536,-58.70980704225352,30.4,22.7,,85.0,6.1,,openmeteo,26.549999999999997,40.532766091715594,30.4,27.5,p95_proxy_previsao_q70,0.0,0,0,0,0,0.0,0,27.05,27.12857142857143,,2.1331915229288985,9.918630725071226,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,laranja,2,UTCI/proxy 30.4 entre 26 e 32; Tmax 30.4 sem gatilho; risco cumulativo 3d 9.92 atingiu laranja; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5103403,Cuiabá,-15.6014,-56.0979,2026-07-29,Cuiabá,-15.701737931034485,-55.708439080459776,35.4,21.8,,60.0,11.2,,openmeteo,28.6,46.25982374993777,34.4,30.8,p95_proxy_previsao_q70,0.0,0,0,0,0,0.0,0,28.183333333333334,30.35166666666667,,5.964955937484442,19.51361111041726,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,10.6,42.3,0,0,0,0,roxa,4,UTCI/proxy 34.4 entre 32 e 38; Tmax 35.4 sem gatilho; risco cumulativo 3d 19.51 atingiu roxa; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 57.73 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,57.7278731836196,1514,1263,874,65,1120,55,2026-06-19 10:07:00,INDICASUS_TEMPO_REAL,640.0
5103437,Curvelândia,-15.599221052631579,-57.8775,2026-07-29,Curvelândia,-15.599221052631579,-57.8775,35.5,25.5,,53.0,14.7,,openmeteo,30.5,43.18776538377795,34.220000000000006,28.84,p95_proxy_previsao_q70,1.6600000000000001,1,1,0,2,0.0,0,29.433333333333334,28.164285714285715,,6.676941345944494,15.133862950740088,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,vermelha,3,UTCI/proxy 34.2 entre 32 e 38; Tmax 35.5 sem gatilho; risco cumulativo 3d 15.13 atingiu vermelha; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5103452,Denise,-14.742952173913043,-56.98575652173913,2026-07-29,Denise,-14.742952173913043,-56.98575652173913,34.6,23.4,,61.0,11.1,,openmeteo,29.0,44.336580789315576,33.64000000000001,27.8,p95_proxy_previsao_q70,1.1999999999999993,1,1,0,2,0.0,0,28.25,27.37142857142857,,5.924145197328901,16.10504945645949,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,vermelha,3,UTCI/proxy 33.6 entre 32 e 38; Tmax 34.6 sem gatilho; risco cumulativo 3d 16.11 atingiu vermelha; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5103502,Diamantino,-14.107232110091743,-56.82424311926605,2026-07-29,Diamantino,-14.107232110091743,-56.82424311926605,33.6,22.4,,63.0,12.0,,openmeteo,28.0,42.30687865788444,32.720000000000006,27.52,p95_proxy_previsao_q70,0.4800000000000004,1,1,0,2,0.0,0,27.5,27.2,,3.7767196644711163,8.807105361211136,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,24.3,97.2,0,0,0,0,laranja,2,UTCI/proxy 32.7 entre 32 e 38; Tmax 33.6 sem gatilho; risco cumulativo 3d 8.81 atingiu laranja; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 2.78 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,2.77777777777778,108,88,3,0,67,0,2026-06-18 15:00:00,INDICASUS_TEMPO_REAL,105.0
5103601,Dom Aquino,-15.65804,-54.78540857142857,2026-07-29,Dom Aquino,-15.65804,-54.78540857142857,35.0,23.9,,38.0,12.9,,openmeteo,29.45,36.63441521111109,33.2,27.799999999999997,p95_proxy_previsao_q70,1.6500000000000021,1,2,1,1,1.6500000000000021,2,28.650000000000002,27.521428571428572,,5.5086038027777775,12.394985728888374,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,vermelha,3,UTCI/proxy 33.2 entre 32 e 38; Tmax 35.0 sem gatilho; risco cumulativo 3d 12.39 atingiu vermelha; onda de calor P95 ≥ 2 dias detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5103700,Feliz Natal,-11.852430952380953,-54.1335373015873,2026-07-29,Feliz Natal,-11.852430952380953,-54.1335373015873,32.9,21.4,,63.0,9.8,,openmeteo,27.15,40.35558038868444,32.02,27.5,p95_proxy_previsao_q70,0.0,0,0,0,0,0.0,0,26.7,26.264285714285712,,2.1088950971711125,9.071976268786722,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,laranja,2,UTCI/proxy 32.0 entre 32 e 38; Tmax 32.9 sem gatilho; risco cumulativo 3d 9.07 atingiu laranja; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5103809,Figueirópolis D'Oeste,-15.537713636363636,-58.701409090909095,2026-07-29,Figueirópolis D'Oeste,-15.537713636363636,-58.701409090909095,34.0,25.9,,54.0,17.8,,openmeteo,29.95,39.807935156444515,32.760000000000005,29.159999999999997,p95_proxy_previsao_q70,0.7900000000000027,1,2,1,1,0.7900000000000027,1,29.48333333333333,27.657142857142855,,5.0019837891111365,13.767291580691168,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,23.3,93.1,0,0,0,0,vermelha,3,UTCI/proxy 32.8 entre 32 e 38; Tmax 34.0 sem gatilho; risco cumulativo 3d 13.77 atingiu vermelha; onda de calor P95 ≥ 2 dias detectada; pressão assistencial indisponível; ocupação de leitos 6.90 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,6.89655172413793,29,29,2,0,8,0,2026-06-19 00:00:00,INDICASUS_TEMPO_REAL,27.0
5103858,Gaúcha do Norte,-13.079943089430895,-53.47821138211382,2026-07-29,Gaúcha do Norte,-13.079943089430895,-53.47821138211382,34.1,21.1,,61.0,9.1,,openmeteo,27.6,42.88397347771557,33.14000000000001,27.5,p95_proxy_previsao_q70,0.10000000000000142,1,1,0,1,0.0,0,27.083333333333332,26.535714285714285,,3.960993369428902,11.83632085735558,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,14.4,57.5,0,0,0,0,laranja,2,UTCI/proxy 33.1 entre 32 e 38; Tmax 34.1 sem gatilho; risco cumulativo 3d 11.84 atingiu laranja; onda de calor P95 ≥ 2 dias não detectada; pressão assistencial indisponível; ocupação de leitos 42.48 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,42.483660130719,153,153,65,10,95,2,2026-06-19 08:00:00,INDICASUS_TEMPO_REAL,88.0
5103908,General Carneiro,-15.543341772151898,-53.325929113924055,2026-07-29,General Carneiro,-15.543341772151898,-53.325929113924055,35.7,25.3,,34.0,15.2,,openmeteo,30.5,36.725416973535594,33.900000000000006,28.209999999999997,p95_proxy_previsao_q70,2.2900000000000027,1,2,1,1,2.2900000000000027,3,29.28333333333333,27.942857142857147,,6.871354243383907,12.836990007798926,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,vermelha,3,UTCI/proxy 33.9 entre 32 e 38; Tmax 35.7 sem gatilho; risco cumulativo 3d 12.84 atingiu vermelha; onda de calor P95 ≥ 2 dias detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5103957,Glória D'Oeste,-15.85273888888889,-58.29077777777778,2026-07-29,Glória D'Oeste,-15.85273888888889,-58.29077777777778,34.7,25.4,,54.0,17.0,,openmeteo,30.05,41.54288998042458,33.46000000000001,28.92,p95_proxy_previsao_q70,1.129999999999999,1,2,1,1,1.129999999999999,2,29.36666666666667,27.72142857142857,,6.475722495106153,17.84528109346399,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,vermelha,3,UTCI/proxy 33.5 entre 32 e 38; Tmax 34.7 sem gatilho; risco cumulativo 3d 17.85 atingiu vermelha; onda de calor P95 ≥ 2 dias detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5104104,Guarantã do Norte,-9.822190625,-54.578209375,2026-07-29,Guarantã do Norte,-9.822190625,-54.578209375,33.1,22.6,,66.0,8.3,,openmeteo,27.85,42.095467393971234,32.34,27.5,p95_proxy_previsao_q70,0.3500000000000014,1,2,1,1,0.3500000000000014,1,27.53333333333333,27.07857142857143,,4.713866848492813,10.283731225170598,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,10.5,41.9,0,0,0,0,laranja,2,UTCI/proxy 32.3 entre 32 e 38; Tmax 33.1 sem gatilho; risco cumulativo 3d 10.28 atingiu laranja; onda de calor P95 ≥ 2 dias detectada; pressão assistencial indisponível; ocupação de leitos 58.08 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,58.0847723704867,637,422,370,76,31,12,2026-06-19 10:20:00,INDICASUS_TEMPO_REAL,267.0
5104203,Guiratinga,-16.360928205128204,-53.59513333333333,2026-07-29,Guiratinga,-16.360928205128204,-53.59513333333333,35.1,25.4,,34.0,13.5,,openmeteo,30.25,35.74046878657565,33.300000000000004,28.630000000000003,p95_proxy_previsao_q70,1.6199999999999974,1,2,1,1,1.6199999999999974,2,29.350000000000005,27.964285714285715,,5.3551171966439135,9.758140289821709,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,laranja,2,UTCI/proxy 33.3 entre 32 e 38; Tmax 35.1 sem gatilho; risco cumulativo 3d 9.76 atingiu laranja; onda de calor P95 ≥ 2 dias detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
5104500,Indiavaí,-15.337705,-58.601545,2026-07-29,Indiavaí,-15.337705,-58.601545,34.0,25.3,,56.0,16.5,,openmeteo,29.65,40.564670267111154,32.84,29.21,p95_proxy_previsao_q70,0.4399999999999977,1,2,1,1,0.4399999999999977,1,29.5,27.67142857142857,,4.92116756677779,13.617686420819501,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,13.6,54.3,0,0,0,0,vermelha,3,UTCI/proxy 32.8 entre 32 e 38; Tmax 34.0 sem gatilho; risco cumulativo 3d 13.62 atingiu vermelha; onda de calor P95 ≥ 2 dias detectada; pressão assistencial indisponível; ocupação de leitos 45.65 sem gatilho; z-score assistencial indisponível; Autonomia de insumos indisponível/infinita; falhas infraestrutura % indisponível,2026-07-29,45.6541947478503,,,,,,,,INDICASUS_TEMPO_REAL_ESTADUAL_FALLBACK,
