data,cod_ibge,municipio,pm25_ugm3,pm10_ugm3,o3_ugm3,no2_ugm3,co_mgm3,so2_ugm3,fonte,lat,lon,iq_ar_score,qualidade_ar_nivel,poluente_dominante,motivo_qualidade_ar,indice_qualidade_ar_operacional
2026-06-18,5106653,Pontal do Araguaia,1.5499648321351371,1.5980951884532386,,,,,copernicus_cams,-15.916391,-52.664728,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5106703,Ponte Branca,1.7310357812194046,1.7995129459259713,,,,,copernicus_cams,-16.669565,-52.92791,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5106752,Pontes e Lacerda,3.6499352102794926,3.6910861622065654,,,,,copernicus_cams,-15.428494,-59.302717,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5106778,Porto Alegre do Norte,7.326751702073446,7.682017871497452,,,,,copernicus_cams,-10.764946,-51.59194,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5106828,Porto Esperidião,2.6770602989291974,2.6991628474787634,,,,,copernicus_cams,-15.893558,-58.850692,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5106851,Porto Estrela,3.7287132793149254,3.8187046466141377,,,,,copernicus_cams,-15.530473,-57.219998,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5106802,Porto dos Gaúchos,13.297612318464257,13.616949398119553,,,,,copernicus_cams,-11.771799,-56.694247,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107008,Poxoréu,2.138950415479545,2.188509992510014,,,,,copernicus_cams,-15.808839,-54.254995,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107040,Primavera do Leste,2.7061658077819155,2.798757559041576,,,,,copernicus_cams,-15.140114,-54.214182,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107065,Querência,31.592149994081105,32.23436487666183,,,,,copernicus_cams,-12.225876,-52.716617,2,laranja,PM2.5,PM2.5 31.6 atingiu laranja,50.0
2026-06-18,5107156,Reserva do Cabaçal,4.361417338394347,4.434802446841873,,,,,copernicus_cams,-14.934699,-58.500866,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107180,Ribeirão Cascalheira,3.155669146744334,3.308941423559276,,,,,copernicus_cams,-12.879602,-51.579287,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107198,Ribeirãozinho,1.5412510695804869,1.592696734506297,,,,,copernicus_cams,-16.459838,-52.730725,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107206,Rio Branco,4.622693286983255,4.724228459409955,,,,,copernicus_cams,-15.282071,-58.153259,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107578,Rondolândia,6.414926224205514,6.469625933020245,,,,,copernicus_cams,-10.314462,-61.087704,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107602,Rondonópolis,2.752149606250247,2.821278838000965,,,,,copernicus_cams,-16.584434,-54.750684,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107701,Rosário Oeste,4.537940167428106,4.689733255331168,,,,,copernicus_cams,-14.873286,-56.289048,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107750,Salto do Céu,4.622693286983255,4.724228459409955,,,,,copernicus_cams,-15.002408,-58.028891,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107248,Santa Carmem,17.208041762770296,17.77226305990479,,,,,copernicus_cams,-11.947414,-54.841376,1,amarela,PM2.5,PM2.5 17.2 atingiu amarela,25.0
2026-06-18,5107743,Santa Cruz do Xingu,14.03246123220971,14.54553374478999,,,,,copernicus_cams,-10.041913,-52.552852,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107768,Santa Rita do Trivelato,5.023142888566417,5.264869566456345,,,,,copernicus_cams,-13.782965,-55.288968,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107776,Santa Terezinha,4.783540295897925,5.119850948427243,,,,,copernicus_cams,-10.288571,-50.987508,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107263,Santo Afonso,7.70896374186905,7.900103904390221,,,,,copernicus_cams,-14.44287,-57.211139,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107800,Santo Antônio de Leverger,2.9924330195147166,3.0664133470976607,,,,,copernicus_cams,-16.535084,-55.091484,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107792,Santo Antônio do Leste,2.4539624319514277,2.529144416772139,,,,,copernicus_cams,-14.768127,-53.661572,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107875,Sapezal,6.451731018711706,6.518426974659352,,,,,copernicus_cams,-12.958912,-58.602085,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107883,Serra Nova Dourada,3.6034577797151774,3.802409395517949,,,,,copernicus_cams,-12.070503,-51.330997,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107909,Sinop,10.911202790959566,11.295186642210892,,,,,copernicus_cams,-11.74259,-55.404353,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107925,Sorriso,7.688655568425501,7.906721173214618,,,,,copernicus_cams,-12.575976,-55.829881,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107859,São Félix do Araguaia,4.509643207881328,4.7350067918848575,,,,,copernicus_cams,-11.477706,-52.502745,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107297,São José do Povo,2.0116113448190145,2.058095321617473,,,,,copernicus_cams,-16.471319,-54.283767,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107305,São José do Rio Claro,4.366689558962963,4.483909309209199,,,,,copernicus_cams,-13.436403,-56.79353,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107354,São José do Xingu,6.506465849758356,6.870108678026052,,,,,copernicus_cams,-10.683285,-52.639753,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107107,São José dos Quatro Marcos,3.03200064401837,3.0557192527947517,,,,,copernicus_cams,-15.532128,-58.339015,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107404,São Pedro da Cipa,3.1554659930739772,3.2411527448855995,,,,,copernicus_cams,-15.968428,-54.749157,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107941,Tabaporã,10.617672440606812,10.875656035877643,,,,,copernicus_cams,-11.068612,-56.775797,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5107958,Tangará da Serra,4.733204011737471,4.817450007537866,,,,,copernicus_cams,-14.493348,-58.393898,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5108006,Tapurah,6.163837518822474,6.3259456104786445,,,,,copernicus_cams,-12.574382,-56.486968,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5108055,Terra Nova do Norte,7.277083693805133,7.535253989404361,,,,,copernicus_cams,-10.480903,-54.956214,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5108105,Tesouro,1.5208474185895013,1.5656336129504462,,,,,copernicus_cams,-15.925182,-53.429303,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5108204,Torixoréu,1.5412510695804869,1.592696734506297,,,,,copernicus_cams,-16.298721,-52.934506,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5108303,União do Sul,13.05480468825321,13.590257416161515,,,,,copernicus_cams,-11.535488,-54.350296,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5108352,Vale de São Domingos,3.749070550739057,3.7821910962609246,,,,,copernicus_cams,-15.026617,-58.95928,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5108501,Vera,9.082216299289064,9.464892059649882,,,,,copernicus_cams,-12.472851,-55.3198,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5105507,Vila Bela da Santíssima Trindade,4.793664707011323,4.832541099312781,,,,,copernicus_cams,-15.135834,-60.018903,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5108600,Vila Rica,4.260159538863541,4.557669914675825,,,,,copernicus_cams,-10.018108,-51.438338,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5108402,Várzea Grande,3.960821471458415,4.066159755305671,,,,,copernicus_cams,-15.558774,-56.291705,0,verde,—,qualidade do ar em normalidade operacional,0.0
2026-06-18,5100201,Água Boa,2.573425135569717,2.6591735153716325,,,,,copernicus_cams,-14.088368,-52.438354,0,verde,—,qualidade do ar em normalidade operacional,0.0
